,Num Seq deste Período Letivo,Periodos Cursados,Data Última Alteração Matrícula,Nível de Ensino,Previsão de Término (Letivo),Tipo_Escola_Origem,Fluxo Escolar - Label,Dt Ref Início Matrícula,Idade (Hoje),Matrícula retida?,Cód. da Matriz,Etnia,Periodo Letivo (Num),Última Alteração de Situação,CH. Disc. Obrigatórias,Dt Ref Início Período Letivo,Forma de Oferta (grupo),Ingressantes em  (Ano Letivo),Modalidade do Curso,Estado Aluno,Cód. do Curso,Data Início Período,Forma de Ingresso,Faixa Etária,Sexo,Data Final Período,Ingressantes em (Período Letivo),Duracao curso,CH. Disc. Optativas,Tipo de Modalidade,Tipo de Modalidade (grupo),Estrutura Etária,CH,Campus (Nome),É matrícula retida neste período letivo?,Cidade Aluno
344,1,1,2019-05-09 00:00:00,Básico,2019/1,P,Formados,2018-01-07 00:00:00,59,Dentro do prazo,7274,Não quis declarar cor/raça,20182,2019-05-09 00:00:00,160,2018-01-07 00:00:00,Fic,2018,Fic,CE,111021,2018-11-26 00:00:00,Seleção Extensão,55 a 59 anos,F,2019-05-22 00:00:00,20182,2,0,Regular,Regular,Adulto (20 a 59 anos),160,Acaraú,Não Retida,Acaraú
363,1,2,2018-05-16 00:00:00,Básico,2017/2,E,Formados,2017-01-01 00:00:00,22,Dentro do prazo,7274,Parda,20172,2018-05-16 00:00:00,160,2017-01-07 00:00:00,Fic,2017,Fic,CE,111021,2017-11-16 00:00:00,Seleção Extensão,20 a 24 anos,F,2018-06-12 00:00:00,20171,2,0,Regular,Regular,Adulto (20 a 59 anos),160,Acaraú,Não Retida,Acaraú
373,1,2,2018-05-16 00:00:00,Básico,2017/2,F,Formados,2017-01-01 00:00:00,26,Dentro do prazo,7274,Parda,20172,2018-05-16 00:00:00,160,2017-01-07 00:00:00,Fic,2017,Fic,CE,111021,2017-11-16 00:00:00,Seleção Extensão,25 a 29 anos,F,2018-06-12 00:00:00,20171,2,0,Regular,Regular,Adulto (20 a 59 anos),160,Acaraú,Não Retida,Acaraú
378,3,2,2016-10-18 00:00:00,Técnico,2016/1,E,Formados,2015-01-07 00:00:00,22,Fora do prazo,5929,Não dispõe da informação,20161,2016-10-18 00:00:00,800,2016-01-01 00:00:00,Subsequente,2015,Subsequente,CE,11203,2016-06-22 00:00:00,Seleção Técnico,20 a 24 anos,M,2016-11-16 00:00:00,20152,2,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),800,Acaraú,Retida,Acaraú
380,1,1,2015-09-11 00:00:00,Básico,2015/1,E,Formados,2015-01-01 00:00:00,27,Dentro do prazo,6352,Branca,20151,2015-09-11 00:00:00,60,2015-01-01 00:00:00,Fic,2015,Fic,CE,111019,2015-05-27 00:00:00,Seleção Extensão,25 a 29 anos,F,2016-02-03 00:00:00,20151,1,0,Regular,Regular,Adulto (20 a 59 anos),60,Acaraú,Não Retida,Acaraú
420,1,2,2017-04-19 00:00:00,Técnico,2016/2,E,Formados,2016-01-01 00:00:00,22,Dentro do prazo,7083,Branca,20162,2017-04-19 00:00:00,800,2016-01-07 00:00:00,Subsequente,2016,Subsequente,CE,11204,2016-11-16 00:00:00,Seleção Técnico,20 a 24 anos,F,2017-05-15 00:00:00,20161,2,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),800,Acaraú,Não Retida,Acaraú
434,1,2,2019-10-18 00:00:00,Técnico,2019/1,E,Formados,2018-01-07 00:00:00,20,Fora do prazo,5929,Parda,20182,2019-10-18 00:00:00,800,2018-01-07 00:00:00,Subsequente,2018,Subsequente,CE,11203,2018-11-26 00:00:00,Seleção Técnico,20 a 24 anos,F,2019-05-22 00:00:00,20182,2,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),800,Acaraú,Não Retida,Itarema
437,5,5,2017-11-01 00:00:00,Técnico,2016/2,E,Formados,2015-01-01 00:00:00,24,Fora do prazo,4928,Não dispõe da informação,20171,2017-11-01 00:00:00,1480,2017-01-01 00:00:00,Subsequente,2015,Subsequente,CE,11202,2017-05-15 00:00:00,Seleção Técnico,20 a 24 anos,M,2017-11-16 00:00:00,20151,4,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1480,Acaraú,Retida,Acaraú
442,1,2,2019-05-09 00:00:00,Básico,2018/2,E,Formados,2018-01-01 00:00:00,31,Dentro do prazo,7276,Não quis declarar cor/raça,20181,2019-05-09 00:00:00,160,2018-01-01 00:00:00,Fic,2018,Fic,CE,111023,2018-06-12 00:00:00,Seleção Extensão,30 a 34 anos,F,2018-11-26 00:00:00,20181,2,0,Regular,Regular,Adulto (20 a 59 anos),160,Acaraú,Não Retida,Acaraú
444,1,1,2016-05-27 00:00:00,Básico,2015/2,E,Formados,2015-01-07 00:00:00,29,Dentro do prazo,6362,Parda,20152,2016-05-27 00:00:00,60,2015-01-07 00:00:00,Fic,2015,Fic,CE,111020,2016-02-03 00:00:00,Seleção Extensão,25 a 29 anos,F,2016-05-27 00:00:00,20152,1,0,Regular,Regular,Adulto (20 a 59 anos),60,Acaraú,Não Retida,Acaraú
449,1,2,2019-10-18 00:00:00,Técnico,2019/1,E,Formados,2018-01-07 00:00:00,23,Fora do prazo,7083,Preta,20182,2019-10-18 00:00:00,800,2018-01-07 00:00:00,Subsequente,2018,Subsequente,CE,11204,2018-11-26 00:00:00,Seleção Técnico,20 a 24 anos,F,2019-05-22 00:00:00,20182,2,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),800,Acaraú,Não Retida,Marco
465,3,2,2017-10-25 00:00:00,Básico,2017/1,E,Formados,2016-01-07 00:00:00,25,Fora do prazo,7274,Branca,20171,2017-10-25 00:00:00,160,2017-01-01 00:00:00,Fic,2016,Fic,CE,111021,2017-05-22 00:00:00,Seleção Extensão,25 a 29 anos,F,2017-11-16 00:00:00,20162,2,0,Regular,Regular,Adulto (20 a 59 anos),160,Acaraú,Retida,Bela Cruz
472,1,2,2017-04-19 00:00:00,Técnico,2016/2,E,Formados,2016-01-01 00:00:00,26,Dentro do prazo,5929,Parda,20162,2017-04-19 00:00:00,800,2016-01-07 00:00:00,Subsequente,2016,Subsequente,CE,11203,2016-11-16 00:00:00,Seleção Técnico,25 a 29 anos,M,2017-05-15 00:00:00,20161,2,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),800,Acaraú,Não Retida,Acaraú
473,1,1,2016-10-18 00:00:00,Básico,2016/2,E,Formados,2016-01-01 00:00:00,23,Dentro do prazo,7274,Não dispõe da informação,20161,2016-10-18 00:00:00,160,2016-01-01 00:00:00,Fic,2016,Fic,CE,111021,2016-07-11 00:00:00,Seleção Extensão,20 a 24 anos,F,2016-11-23 00:00:00,20161,2,0,Regular,Regular,Adulto (20 a 59 anos),160,Acaraú,Não Retida,Acaraú
476,1,2,2018-05-16 00:00:00,Técnico,2017/2,E,Formados,2017-01-01 00:00:00,23,Dentro do prazo,7083,Parda,20172,2018-05-16 00:00:00,800,2017-01-07 00:00:00,Subsequente,2017,Subsequente,CE,11204,2017-11-16 00:00:00,Seleção Técnico,20 a 24 anos,M,2018-06-04 00:00:00,20171,2,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),800,Acaraú,Não Retida,Acaraú
483,1,2,2019-10-18 00:00:00,Técnico,2019/1,E,Formados,2018-01-07 00:00:00,24,Fora do prazo,7083,Parda,20182,2019-10-18 00:00:00,800,2018-01-07 00:00:00,Subsequente,2018,Subsequente,CE,11204,2018-11-26 00:00:00,Seleção Técnico,20 a 24 anos,M,2019-05-22 00:00:00,20182,2,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),800,Acaraú,Não Retida,Marco
495,1,1,2019-10-18 00:00:00,Básico,2019/2,E,Formados,2019-01-01 00:00:00,24,Dentro do prazo,7274,Branca,20191,2019-10-18 00:00:00,160,2019-01-01 00:00:00,Fic,2019,Fic,CE,111021,2019-05-22 00:00:00,Seleção Extensão,20 a 24 anos,F,2019-11-04 00:00:00,20191,2,0,Regular,Regular,Adulto (20 a 59 anos),160,Acaraú,Não Retida,Acaraú
496,1,1,2018-03-17 00:00:00,Pós-graduação,2016/2,F,Formados,2016-01-07 00:00:00,26,Dentro do prazo,6991,Parda,20162,2018-03-17 00:00:00,360,2016-01-07 00:00:00,Especialização,2016,Especialização,CE,11700,2017-03-17 00:00:00,Seleção Pós-graduação,25 a 29 anos,F,2018-08-24 00:00:00,20162,1,0,Regular,Regular,Adulto (20 a 59 anos),360,Acaraú,Não Retida,Cruz
509,1,2,2018-05-16 00:00:00,Técnico,2017/2,E,Formados,2017-01-01 00:00:00,30,Dentro do prazo,5929,Parda,20171,2018-05-16 00:00:00,800,2017-01-01 00:00:00,Subsequente,2017,Subsequente,CE,11203,2017-05-15 00:00:00,Seleção Técnico,30 a 34 anos,M,2017-11-16 00:00:00,20171,2,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),800,Acaraú,Não Retida,Acaraú
514,1,2,2019-05-09 00:00:00,Básico,2018/2,E,Formados,2018-01-01 00:00:00,21,Dentro do prazo,7274,Parda,20181,2019-05-09 00:00:00,160,2018-01-01 00:00:00,Fic,2018,Fic,CE,111021,2018-06-12 00:00:00,Seleção Extensão,20 a 24 anos,F,2018-11-26 00:00:00,20181,2,0,Regular,Regular,Adulto (20 a 59 anos),160,Acaraú,Não Retida,Acaraú
516,1,1,2018-05-16 00:00:00,Técnico,2018/1,E,Formados,2017-01-07 00:00:00,22,Dentro do prazo,5929,Preta,20172,2018-05-16 00:00:00,800,2017-01-07 00:00:00,Subsequente,2017,Subsequente,CE,11203,2017-11-16 00:00:00,Seleção Técnico,20 a 24 anos,F,2018-06-04 00:00:00,20172,2,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),800,Acaraú,Não Retida,Itarema
520,3,4,2018-05-16 00:00:00,Técnico,2017/2,E,Formados,2016-01-01 00:00:00,22,Dentro do prazo,6427,Parda,20172,2018-05-16 00:00:00,1080,2017-01-07 00:00:00,Subsequente,2016,Subsequente,CE,11201,2017-11-16 00:00:00,Seleção Técnico,20 a 24 anos,M,2018-06-04 00:00:00,20161,4,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1080,Acaraú,Não Retida,Acaraú
521,1,1,2016-05-27 00:00:00,Básico,2015/2,E,Formados,2015-01-07 00:00:00,22,Dentro do prazo,6342,Não dispõe da informação,20152,2016-05-27 00:00:00,60,2015-01-07 00:00:00,Fic,2015,Fic,CE,111018,2016-02-03 00:00:00,Seleção Extensão,20 a 24 anos,F,2016-05-27 00:00:00,20152,1,0,Regular,Regular,Adulto (20 a 59 anos),60,Acaraú,Não Retida,Acaraú
530,1,2,2019-05-09 00:00:00,Básico,2018/2,E,Formados,2018-01-01 00:00:00,24,Dentro do prazo,7274,Parda,20181,2019-05-09 00:00:00,160,2018-01-01 00:00:00,Fic,2018,Fic,CE,111021,2018-06-12 00:00:00,Seleção Extensão,20 a 24 anos,F,2018-11-26 00:00:00,20181,2,0,Regular,Regular,Adulto (20 a 59 anos),160,Acaraú,Não Retida,Acaraú
532,9,9,2019-11-20 00:00:00,Graduação,2018/2,E,Formados,2015-01-01 00:00:00,23,Fora do prazo,4017,Não dispõe da informação,20191,2019-11-20 00:00:00,2960,2019-01-01 00:00:00,Licenciatura,2015,Licenciatura,CE,11400,2019-05-22 00:00:00,Sisu,20 a 24 anos,F,2019-10-31 00:00:00,20151,8,0,Regular,Regular,Adulto (20 a 59 anos),2960,Acaraú,Retida,Cruz
536,3,2,2017-11-01 00:00:00,Técnico,2017/1,E,Formados,2016-01-07 00:00:00,25,Fora do prazo,7083,Branca,20171,2017-11-01 00:00:00,800,2017-01-01 00:00:00,Subsequente,2016,Subsequente,CE,11204,2017-05-15 00:00:00,Seleção Técnico,25 a 29 anos,F,2017-11-16 00:00:00,20162,2,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),800,Acaraú,Retida,Acaraú
538,1,2,2019-05-09 00:00:00,Básico,2018/2,E,Formados,2018-01-01 00:00:00,23,Dentro do prazo,7274,Branca,20182,2019-05-09 00:00:00,160,2018-01-07 00:00:00,Fic,2018,Fic,CE,111021,2018-11-26 00:00:00,Seleção Extensão,20 a 24 anos,F,2019-05-22 00:00:00,20181,2,0,Regular,Regular,Adulto (20 a 59 anos),160,Acaraú,Não Retida,Marco
546,1,1,2016-10-18 00:00:00,Básico,2016/2,E,Formados,2016-01-01 00:00:00,25,Dentro do prazo,7274,Branca,20161,2016-10-18 00:00:00,160,2016-01-01 00:00:00,Fic,2016,Fic,CE,111021,2016-07-11 00:00:00,Seleção Extensão,25 a 29 anos,M,2016-11-23 00:00:00,20161,2,0,Regular,Regular,Adulto (20 a 59 anos),160,Acaraú,Não Retida,Itarema
547,1,1,2015-09-11 00:00:00,Básico,2015/1,E,Formados,2015-01-01 00:00:00,23,Dentro do prazo,6342,Parda,20151,2015-09-11 00:00:00,60,2015-01-01 00:00:00,Fic,2015,Fic,CE,111018,2015-05-27 00:00:00,Seleção Extensão,20 a 24 anos,F,2016-02-03 00:00:00,20151,1,0,Regular,Regular,Adulto (20 a 59 anos),60,Acaraú,Não Retida,Cruz
560,1,2,2017-04-19 00:00:00,Técnico,2016/2,E,Formados,2016-01-01 00:00:00,22,Dentro do prazo,7083,Parda,20161,2017-04-19 00:00:00,800,2016-01-01 00:00:00,Subsequente,2016,Subsequente,CE,11204,2016-06-22 00:00:00,Seleção Técnico,20 a 24 anos,F,2016-11-16 00:00:00,20161,2,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),800,Acaraú,Não Retida,Acaraú
567,1,1,2016-05-27 00:00:00,Básico,2015/2,E,Formados,2015-01-07 00:00:00,35,Dentro do prazo,6362,Não dispõe da informação,20152,2016-05-27 00:00:00,60,2015-01-07 00:00:00,Fic,2015,Fic,CE,111020,2016-02-03 00:00:00,Seleção Extensão,35 a 39 anos,F,2016-05-27 00:00:00,20152,1,0,Regular,Regular,Adulto (20 a 59 anos),60,Acaraú,Não Retida,Itarema
570,1,2,2018-05-16 00:00:00,Técnico,2017/2,E,Formados,2017-01-01 00:00:00,22,Dentro do prazo,5929,Parda,20171,2018-05-16 00:00:00,800,2017-01-01 00:00:00,Subsequente,2017,Subsequente,CE,11203,2017-05-15 00:00:00,Seleção Técnico,20 a 24 anos,F,2017-11-16 00:00:00,20171,2,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),800,Acaraú,Não Retida,Acaraú
575,1,2,2017-04-19 00:00:00,Técnico,2016/2,E,Formados,2016-01-01 00:00:00,23,Dentro do prazo,7083,Parda,20162,2017-04-19 00:00:00,800,2016-01-07 00:00:00,Subsequente,2016,Subsequente,CE,11204,2016-11-16 00:00:00,Seleção Técnico,20 a 24 anos,F,2017-05-15 00:00:00,20161,2,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),800,Acaraú,Não Retida,Acaraú
580,1,2,2019-10-18 00:00:00,Técnico,2019/1,E,Formados,2018-01-07 00:00:00,33,Fora do prazo,7083,Branca,20182,2019-10-18 00:00:00,800,2018-01-07 00:00:00,Subsequente,2018,Subsequente,CE,11204,2018-11-26 00:00:00,Seleção Técnico,30 a 34 anos,F,2019-05-22 00:00:00,20182,2,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),800,Acaraú,Não Retida,Acaraú
585,1,2,2017-04-13 00:00:00,Básico,2016/2,E,Formados,2016-01-01 00:00:00,42,Dentro do prazo,7276,Parda,20162,2017-04-13 00:00:00,160,2016-01-07 00:00:00,Fic,2016,Fic,CE,111023,2016-11-23 00:00:00,Seleção Extensão,40 a 44 anos,F,2017-05-22 00:00:00,20161,2,0,Regular,Regular,Adulto (20 a 59 anos),160,Acaraú,Não Retida,Acaraú
602,1,1,2019-05-09 00:00:00,Básico,2019/1,E,Formados,2018-01-07 00:00:00,21,Dentro do prazo,7274,Parda,20182,2019-05-09 00:00:00,160,2018-01-07 00:00:00,Fic,2018,Fic,CE,111021,2018-11-26 00:00:00,Seleção Extensão,20 a 24 anos,F,2019-05-22 00:00:00,20182,2,0,Regular,Regular,Adulto (20 a 59 anos),160,Acaraú,Não Retida,Acaraú
606,1,1,2016-05-27 00:00:00,Básico,2016/1,E,Formados,2015-01-07 00:00:00,26,Dentro do prazo,7274,Preta,20152,2016-05-27 00:00:00,160,2015-01-07 00:00:00,Fic,2015,Fic,CE,111021,2016-02-03 00:00:00,Seleção Extensão,25 a 29 anos,M,2016-07-11 00:00:00,20152,2,0,Regular,Regular,Adulto (20 a 59 anos),160,Acaraú,Não Retida,Acaraú
607,1,1,2015-09-11 00:00:00,Básico,2015/1,E,Formados,2015-01-01 00:00:00,30,Dentro do prazo,6342,Branca,20151,2015-09-11 00:00:00,60,2015-01-01 00:00:00,Fic,2015,Fic,CE,111018,2015-05-27 00:00:00,Seleção Extensão,30 a 34 anos,M,2016-02-03 00:00:00,20151,1,0,Regular,Regular,Adulto (20 a 59 anos),60,Acaraú,Não Retida,Acaraú
634,1,2,2018-05-16 00:00:00,Básico,2017/2,E,Formados,2017-01-01 00:00:00,21,Dentro do prazo,7276,Parda,20171,2018-05-16 00:00:00,160,2017-01-01 00:00:00,Fic,2017,Fic,CE,111023,2017-05-22 00:00:00,Seleção Extensão,20 a 24 anos,M,2017-11-16 00:00:00,20171,2,0,Regular,Regular,Adulto (20 a 59 anos),160,Acaraú,Não Retida,Acaraú
636,1,3,2019-05-08 00:00:00,Técnico,2018/1,E,Formados,2017-01-07 00:00:00,27,Fora do prazo,7083,Parda,20172,2019-05-08 00:00:00,800,2017-01-07 00:00:00,Subsequente,2017,Subsequente,CE,11204,2017-11-16 00:00:00,Seleção Técnico,25 a 29 anos,F,2018-06-04 00:00:00,20172,2,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),800,Acaraú,Não Retida,Itarema
642,5,4,2017-11-01 00:00:00,Técnico,2017/1,E,Formados,2015-01-07 00:00:00,22,Fora do prazo,6427,Não dispõe da informação,20171,2017-11-01 00:00:00,1080,2017-01-01 00:00:00,Subsequente,2015,Subsequente,CE,11201,2017-05-15 00:00:00,Seleção Técnico,20 a 24 anos,F,2017-11-16 00:00:00,20152,4,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1080,Acaraú,Retida,Acaraú
643,3,2,2017-10-25 00:00:00,Básico,2017/1,E,Formados,2016-01-07 00:00:00,28,Fora do prazo,7274,Branca,20171,2017-10-25 00:00:00,160,2017-01-01 00:00:00,Fic,2016,Fic,CE,111021,2017-05-22 00:00:00,Seleção Extensão,25 a 29 anos,F,2017-11-16 00:00:00,20162,2,0,Regular,Regular,Adulto (20 a 59 anos),160,Acaraú,Retida,Cruz
662,1,2,2019-10-18 00:00:00,Básico,2019/1,E,Formados,2018-01-07 00:00:00,31,Fora do prazo,7274,Não quis declarar cor/raça,20182,2019-10-18 00:00:00,160,2018-01-07 00:00:00,Fic,2018,Fic,CE,111021,2018-11-26 00:00:00,Seleção Extensão,30 a 34 anos,F,2019-05-22 00:00:00,20182,2,0,Regular,Regular,Adulto (20 a 59 anos),160,Acaraú,Não Retida,Acaraú
666,1,1,2015-09-11 00:00:00,Básico,2015/1,E,Formados,2015-01-01 00:00:00,32,Dentro do prazo,6342,Branca,20151,2015-09-11 00:00:00,60,2015-01-01 00:00:00,Fic,2015,Fic,CE,111018,2015-05-27 00:00:00,Seleção Extensão,30 a 34 anos,F,2016-02-03 00:00:00,20151,1,0,Regular,Regular,Adulto (20 a 59 anos),60,Acaraú,Não Retida,Acaraú
674,1,1,2016-05-27 00:00:00,Básico,2016/1,E,Formados,2015-01-07 00:00:00,24,Dentro do prazo,7276,Não dispõe da informação,20152,2016-05-27 00:00:00,160,2015-01-07 00:00:00,Fic,2015,Fic,CE,111023,2016-02-03 00:00:00,Seleção Extensão,20 a 24 anos,F,2016-07-11 00:00:00,20152,2,0,Regular,Regular,Adulto (20 a 59 anos),160,Acaraú,Não Retida,Acaraú
678,3,2,2017-11-01 00:00:00,Técnico,2017/1,E,Formados,2016-01-07 00:00:00,26,Fora do prazo,7083,Parda,20171,2017-11-01 00:00:00,800,2017-01-01 00:00:00,Subsequente,2016,Subsequente,CE,11204,2017-05-15 00:00:00,Seleção Técnico,25 a 29 anos,M,2017-11-16 00:00:00,20162,2,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),800,Acaraú,Retida,Acaraú
685,1,1,2016-05-27 00:00:00,Básico,2015/2,E,Formados,2015-01-07 00:00:00,21,Dentro do prazo,6362,Não dispõe da informação,20152,2016-05-27 00:00:00,60,2015-01-07 00:00:00,Fic,2015,Fic,CE,111020,2016-02-03 00:00:00,Seleção Extensão,20 a 24 anos,F,2016-05-27 00:00:00,20152,1,0,Regular,Regular,Adulto (20 a 59 anos),60,Acaraú,Não Retida,Acaraú
691,1,2,2016-05-30 00:00:00,Técnico,2015/2,E,Formados,2015-01-01 00:00:00,23,Dentro do prazo,5929,Não dispõe da informação,20152,2016-05-30 00:00:00,800,2015-01-07 00:00:00,Subsequente,2015,Subsequente,CE,11203,2016-01-25 00:00:00,Seleção Técnico,20 a 24 anos,F,2016-06-22 00:00:00,20151,2,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),800,Acaraú,Não Retida,Acaraú
693,1,1,2016-05-27 00:00:00,Básico,2016/1,E,Formados,2015-01-07 00:00:00,30,Dentro do prazo,7274,Parda,20152,2016-05-27 00:00:00,160,2015-01-07 00:00:00,Fic,2015,Fic,CE,111021,2016-02-03 00:00:00,Seleção Extensão,30 a 34 anos,M,2016-07-11 00:00:00,20152,2,0,Regular,Regular,Adulto (20 a 59 anos),160,Acaraú,Não Retida,Acaraú
702,1,1,2016-10-18 00:00:00,Básico,2016/2,E,Formados,2016-01-01 00:00:00,22,Dentro do prazo,7274,Parda,20161,2016-10-18 00:00:00,160,2016-01-01 00:00:00,Fic,2016,Fic,CE,111021,2016-07-11 00:00:00,Seleção Extensão,20 a 24 anos,M,2016-11-23 00:00:00,20161,2,0,Regular,Regular,Adulto (20 a 59 anos),160,Acaraú,Não Retida,Acaraú
715,3,3,2017-11-01 00:00:00,Técnico,2016/2,E,Formados,2016-01-01 00:00:00,23,Fora do prazo,5929,Não dispõe da informação,20171,2017-11-01 00:00:00,800,2017-01-01 00:00:00,Subsequente,2016,Subsequente,CE,11203,2017-05-15 00:00:00,Seleção Técnico,20 a 24 anos,F,2017-11-16 00:00:00,20161,2,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),800,Acaraú,Retida,Acaraú
728,5,5,2017-11-01 00:00:00,Técnico,2016/2,E,Formados,2015-01-01 00:00:00,25,Fora do prazo,6427,Parda,20171,2017-11-01 00:00:00,1080,2017-01-01 00:00:00,Subsequente,2015,Subsequente,CE,11201,2017-05-15 00:00:00,Seleção Técnico,25 a 29 anos,M,2017-11-16 00:00:00,20151,4,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1080,Acaraú,Retida,Acaraú
730,7,7,2019-03-20 00:00:00,Técnico,2017/1,E,Formados,2015-01-07 00:00:00,23,Fora do prazo,5158,Parda,20182,2019-03-20 00:00:00,1240,2018-01-07 00:00:00,Subsequente,2015,Subsequente,CE,11200,2018-11-26 00:00:00,Seleção Técnico,20 a 24 anos,M,2019-05-22 00:00:00,20152,4,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1240,Acaraú,Retida,Acaraú
731,3,2,2017-11-01 00:00:00,Técnico,2017/1,E,Formados,2016-01-07 00:00:00,22,Fora do prazo,7083,Parda,20171,2017-11-01 00:00:00,800,2017-01-01 00:00:00,Subsequente,2016,Subsequente,CE,11204,2017-05-15 00:00:00,Seleção Técnico,20 a 24 anos,F,2017-11-16 00:00:00,20162,2,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),800,Acaraú,Retida,Itarema
735,3,2,2017-11-01 00:00:00,Técnico,2017/1,E,Formados,2016-01-07 00:00:00,24,Fora do prazo,7083,Parda,20171,2017-11-01 00:00:00,800,2017-01-01 00:00:00,Subsequente,2016,Subsequente,CE,11204,2017-05-15 00:00:00,Seleção Técnico,20 a 24 anos,F,2017-11-16 00:00:00,20162,2,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),800,Acaraú,Retida,Acaraú
740,1,1,2016-05-27 00:00:00,Básico,2015/2,E,Formados,2015-01-07 00:00:00,22,Dentro do prazo,6352,Não dispõe da informação,20152,2016-05-27 00:00:00,60,2015-01-07 00:00:00,Fic,2015,Fic,CE,111019,2016-02-03 00:00:00,Seleção Extensão,20 a 24 anos,F,2016-05-27 00:00:00,20152,1,0,Regular,Regular,Adulto (20 a 59 anos),60,Acaraú,Não Retida,Acaraú
753,1,1,2016-05-27 00:00:00,Básico,2016/1,E,Formados,2015-01-07 00:00:00,28,Dentro do prazo,7274,Branca,20152,2016-05-27 00:00:00,160,2015-01-07 00:00:00,Fic,2015,Fic,CE,111021,2016-02-03 00:00:00,Seleção Extensão,25 a 29 anos,F,2016-07-11 00:00:00,20152,2,0,Regular,Regular,Adulto (20 a 59 anos),160,Acaraú,Não Retida,Acaraú
756,1,1,2015-09-11 00:00:00,Básico,2015/1,E,Formados,2015-01-01 00:00:00,24,Dentro do prazo,6342,Parda,20151,2015-09-11 00:00:00,60,2015-01-01 00:00:00,Fic,2015,Fic,CE,111018,2015-05-27 00:00:00,Seleção Extensão,20 a 24 anos,F,2016-02-03 00:00:00,20151,1,0,Regular,Regular,Adulto (20 a 59 anos),60,Acaraú,Não Retida,Acaraú
763,1,1,2016-05-27 00:00:00,Básico,2016/1,E,Formados,2015-01-07 00:00:00,23,Dentro do prazo,7275,Não dispõe da informação,20152,2016-05-27 00:00:00,160,2015-01-07 00:00:00,Fic,2015,Fic,CE,111022,2016-02-03 00:00:00,Seleção Extensão,20 a 24 anos,F,2016-07-11 00:00:00,20152,2,0,Regular,Regular,Adulto (20 a 59 anos),160,Acaraú,Não Retida,Acaraú
769,1,2,2018-05-16 00:00:00,Básico,2017/2,E,Formados,2017-01-01 00:00:00,23,Dentro do prazo,7275,Parda,20172,2018-05-16 00:00:00,160,2017-01-07 00:00:00,Fic,2017,Fic,CE,111022,2017-11-16 00:00:00,Seleção Extensão,20 a 24 anos,M,2018-11-26 00:00:00,20171,2,0,Regular,Regular,Adulto (20 a 59 anos),160,Acaraú,Não Retida,Acaraú
776,1,1,2016-05-27 00:00:00,Básico,2015/2,E,Formados,2015-01-07 00:00:00,22,Dentro do prazo,6342,Parda,20152,2016-05-27 00:00:00,60,2015-01-07 00:00:00,Fic,2015,Fic,CE,111018,2016-02-03 00:00:00,Seleção Extensão,20 a 24 anos,F,2016-05-27 00:00:00,20152,1,0,Regular,Regular,Adulto (20 a 59 anos),60,Acaraú,Não Retida,Acaraú
783,1,2,2019-10-18 00:00:00,Básico,2019/1,E,Formados,2018-01-07 00:00:00,44,Fora do prazo,7275,Não dispõe da informação,20182,2019-10-18 00:00:00,160,2018-01-07 00:00:00,Fic,2018,Fic,CE,111022,2018-11-26 00:00:00,Seleção Extensão,40 a 44 anos,F,2019-05-22 00:00:00,20182,2,0,Regular,Regular,Adulto (20 a 59 anos),160,Acaraú,Não Retida,Acaraú
789,1,1,2016-05-27 00:00:00,Básico,2015/2,E,Formados,2015-01-07 00:00:00,23,Dentro do prazo,6352,Parda,20152,2016-05-27 00:00:00,60,2015-01-07 00:00:00,Fic,2015,Fic,CE,111019,2016-02-03 00:00:00,Seleção Extensão,20 a 24 anos,F,2016-05-27 00:00:00,20152,1,0,Regular,Regular,Adulto (20 a 59 anos),60,Acaraú,Não Retida,Acaraú
